"jenis_kelamin","umur","asal","penempatan","gaji","pendidikan","IPK","pengalaman","jenis_rekrut","id","status_rekrut"
"1","2","8","19","5","0",1.33,"2","2","584","0"
"1","1","5","5","1","2",3.6,"2","1","585","1"
"0","2","34","25","3","0",2.75,"1","2","586","0"
"1","2","21","1","4","0",2.02,"3","2","587","0"
"1","2","4","23","3","0",2.56,"3","1","588","0"
"1","1","11","11","2","1",3.4,"2","1","589","1"
"0","2","7","7","1","1",3.8,"1","1","590","1"
"1","1","13","17","4","0",1.67,"2","1","591","0"
"1","1","34","34","1","2",3.1,"1","1","592","1"
"1","1","2","2","2","2",3.73,"4","2","593","1"
"1","2","14","14","3","3",3.75,"4","2","594","1"
"0","2","27","27","2","2",3.2,"1","1","595","1"
"0","2","29","1","3","0",2.16,"3","1","596","0"
"0","1","4","4","2","1",3.76,"3","2","597","1"
"0","1","6","32","4","0",2.67,"4","2","598","0"
"1","2","9","9","2","3",3.26,"4","2","599","1"
"1","1","2","2","1","2",3.5,"2","1","600","1"
"1","3","4","1","5","0",1.5,"3","1","601","0"
"1","2","34","34","2","2",3.4,"1","1","602","1"
"0","3","12","28","5","0",1.19,"0","2","603","0"
"1","2","12","12","2","3",3.48,"4","2","604","1"
"1","2","16","16","2","2",3.8,"0","1","605","1"
"0","1","33","11","5","0",2.76,"3","2","606","0"
"0","1","12","16","5","0",1.11,"1","2","607","0"
"1","1","6","6","2","2",3.74,"4","2","608","1"
"0","1","11","11","4","0",1.69,"4","1","609","0"
"0","2","11","32","4","0",1.21,"0","2","610","0"
"0","1","27","27","2","1",3.77,"2","2","611","1"
"1","2","17","17","1","1",3.3,"2","1","612","1"
"1","3","12","10","5","0",1.36,"5","1","613","0"
"0","2","10","10","2","2",3.8,"0","1","614","1"
"1","1","18","18","1","1",3.2,"1","1","615","1"
"1","1","18","18","1","2",3.1,"0","1","616","1"
"1","3","26","24","3","0",2.6,"2","2","617","0"
"1","1","13","11","4","0",1.67,"4","1","618","0"
"1","1","29","29","2","2",3.9,"0","1","619","1"
"1","2","21","18","3","0",2.63,"0","2","620","0"
"1","3","23","6","3","0",2.09,"5","2","621","0"
"0","2","30","30","1","1",4.0,"1","1","622","1"
"0","1","30","30","3","3",3.69,"3","2","623","1"
"1","2","9","9","1","2",3.1,"2","1","624","1"
"0","2","26","11","3","0",1.59,"0","2","625","0"
"0","2","18","18","1","1",3.2,"2","1","626","1"
"0","2","32","32","3","2",3.28,"3","2","627","1"
"0","1","24","3","4","0",1.27,"5","1","628","0"
"0","1","11","11","2","1",3.5,"2","1","629","1"
"0","2","5","5","1","1",3.6,"1","1","630","1"
"0","2","31","31","2","3",3.78,"4","2","631","1"
"1","2","14","33","3","0",2.93,"0","2","632","0"
"0","3","5","25","4","0",1.17,"4","1","633","0"
"1","1","25","6","5","0",1.28,"1","1","634","0"
"1","1","17","7","3","0",2.1,"5","1","635","0"
"1","2","33","33","2","3",3.77,"2","2","636","1"
"0","3","20","11","3","0",1.16,"3","1","637","0"
"0","1","1","1","1","2",3.6,"0","1","638","1"
"0","1","11","11","2","3",3.85,"3","2","639","1"
"1","1","11","2","5","0",2.08,"4","2","640","0"
"0","3","26","19","4","0",1.11,"0","1","641","0"
"0","1","15","15","2","1",3.92,"4","2","642","1"
"1","2","27","29","3","0",2.87,"0","1","643","0"
"0","3","4","30","4","0",2.36,"5","2","644","0"
"1","2","29","4","3","0",1.59,"5","2","645","0"
"0","3","23","13","5","0",1.53,"4","2","646","0"
"0","2","18","18","2","3",3.69,"4","2","647","1"
"1","2","34","34","3","3",3.8,"3","2","648","1"
"0","1","18","15","3","0",2.94,"0","2","649","0"
"0","1","10","10","2","2",3.81,"3","2","650","1"
"0","2","20","34","4","0",1.5,"2","2","651","0"
"1","2","8","8","2","2",3.6,"1","1","652","1"
"1","2","34","34","2","1",3.7,"0","1","653","1"
"1","1","19","22","5","0",2.66,"2","2","654","0"
"0","3","31","31","3","0",2.38,"1","1","655","0"
"1","2","6","34","4","0",2.53,"4","2","656","0"
"1","1","16","16","2","2",3.73,"4","2","657","1"
"1","2","7","26","5","0",1.56,"3","2","658","0"
"1","1","6","6","3","0",2.71,"4","1","659","0"
"0","1","10","11","5","0",2.34,"5","1","660","0"
"0","1","25","25","1","2",3.2,"2","1","661","1"
"1","2","7","7","3","2",3.63,"4","2","662","1"
"0","2","1","25","3","0",1.57,"0","2","663","0"
"1","3","28","19","4","0",1.74,"3","1","664","0"
"0","2","31","31","2","3",3.98,"2","2","665","1"
"0","1","28","26","4","0",1.56,"4","1","666","0"
"1","3","14","13","5","0",1.02,"5","2","667","0"
"1","2","6","6","1","1",3.1,"0","1","668","1"
"1","1","6","23","5","0",1.89,"4","2","669","0"
"1","2","21","21","2","1",3.4,"2","1","670","1"
"1","2","6","8","3","0",1.23,"0","2","671","0"
"0","1","23","23","3","2",3.64,"3","2","672","1"
"1","1","31","31","2","3",3.83,"3","2","673","1"
"0","1","25","5","3","0",2.18,"1","1","674","0"
"0","2","5","5","2","1",4.0,"0","1","675","1"
"1","2","21","2","5","0",2.89,"2","2","676","0"
"1","3","28","23","3","0",1.91,"3","2","677","0"
"0","2","17","26","5","0",2.35,"2","1","678","0"
"0","2","34","34","2","2",3.4,"1","1","679","1"
"1","2","11","11","1","2",3.9,"2","1","680","1"
"0","2","28","18","4","0",1.79,"3","2","681","0"
"1","2","18","18","1","1",4.0,"1","1","682","1"
"1","1","11","2","4","0",1.08,"1","1","683","0"
"0","1","10","34","3","0",1.38,"0","1","684","0"
"0","1","15","15","2","2",3.4,"2","1","685","1"
"1","2","26","26","3","3",3.63,"4","2","686","1"
"0","1","8","8","1","2",3.2,"1","1","687","1"
"0","1","3","3","3","1",3.44,"3","2","688","1"
"1","2","7","7","3","2",3.48,"3","2","689","1"
"0","2","16","32","5","0",2.49,"2","2","690","0"
"0","2","17","29","3","0",2.42,"4","1","691","0"
"0","2","7","7","2","2",3.2,"0","1","692","1"
"0","2","1","6","5","0",1.53,"5","2","693","0"
"0","3","18","18","5","0",2.26,"3","1","694","0"
"1","2","29","22","3","0",2.03,"1","1","695","0"
"1","3","18","24","3","0",2.72,"0","2","696","0"
"0","1","27","27","1","1",3.5,"1","1","697","1"
"1","2","12","12","1","1",3.5,"2","1","698","1"
"0","1","11","11","2","1",3.45,"3","2","699","1"
"0","2","14","14","2","2",3.3,"0","1","700","1"
"0","1","2","12","3","0",2.32,"4","2","701","0"
"0","3","25","6","4","0",2.81,"0","2","702","0"
"1","1","1","1","3","3",3.45,"2","2","703","1"
"0","2","3","3","2","1",3.89,"4","2","704","1"
"1","2","4","2","5","0",2.54,"0","1","705","0"
"0","3","21","7","4","0",1.49,"2","1","706","0"
"0","2","16","16","3","3",3.84,"4","2","707","1"
"1","1","18","27","3","0",1.94,"5","2","708","0"
"1","1","7","14","3","0",1.29,"5","1","709","0"
"1","2","5","5","2","2",3.1,"0","1","710","1"
"0","1","5","24","3","0",1.04,"3","1","711","0"
"0","3","14","4","3","0",2.78,"1","2","712","0"
"1","2","18","28","3","0",2.06,"0","1","713","0"
"1","2","34","34","1","2",3.3,"1","1","714","1"
"1","1","8","8","1","1",3.4,"0","1","715","1"
"0","1","11","13","3","0",1.23,"0","2","716","0"
"0","1","23","23","3","1",3.38,"4","2","717","1"
"1","1","29","4","5","0",1.71,"5","2","718","0"
"0","1","3","3","2","1",3.7,"0","1","719","1"
"1","2","17","14","3","0",1.51,"0","2","720","0"
"0","2","29","29","2","1",3.67,"4","2","721","1"
"1","3","34","22","4","0",1.84,"5","2","722","0"
"1","3","33","16","4","0",2.37,"5","1","723","0"
"0","2","34","34","2","1",4.0,"0","1","724","1"
"1","3","2","27","5","0",1.81,"2","1","725","0"
"1","1","3","3","2","3",3.78,"3","2","726","1"
"0","3","7","26","5","0",2.91,"4","1","727","0"
"1","3","26","19","3","0",1.88,"1","2","728","0"
"0","1","15","15","2","2",3.8,"0","1","729","1"
"1","2","2","34","4","0",2.62,"2","1","730","0"
"1","1","14","14","2","2",3.9,"1","1","731","1"
"0","1","5","30","4","0",2.26,"0","2","732","0"
"0","1","27","12","3","0",2.38,"2","1","733","0"
"1","3","25","2","3","0",1.89,"1","2","734","0"
"0","1","26","26","3","1",3.42,"2","2","735","1"
"1","1","31","31","3","0",1.69,"5","1","736","0"
"1","1","23","23","2","1",3.64,"2","2","737","1"
"0","3","33","13","3","0",1.95,"3","2","738","0"
"1","2","17","32","3","0",1.18,"4","1","739","0"
"1","2","28","28","3","2",3.86,"4","2","740","1"
"1","2","7","7","2","2",3.5,"2","1","741","1"
"1","1","33","4","4","0",1.78,"3","1","742","0"
"0","3","6","21","3","0",1.53,"5","2","743","0"
"1","3","33","21","4","0",2.51,"1","1","744","0"
"0","1","7","7","3","3",3.32,"4","2","745","1"
"0","1","11","11","2","2",3.1,"1","1","746","1"
"0","1","28","28","1","2",3.4,"0","1","747","1"
"0","2","17","17","3","1",3.86,"3","2","748","1"
"1","3","19","14","5","0",2.63,"2","1","749","0"
"0","1","23","10","3","0",2.4,"0","2","750","0"
"1","1","34","7","4","0",1.98,"5","1","751","0"
"0","1","3","3","1","2",3.6,"1","1","752","1"
"1","3","1","23","4","0",1.22,"2","1","753","0"
"0","2","21","21","1","1",3.6,"1","1","754","1"
"0","3","11","12","5","0",2.53,"4","1","755","0"
"0","1","21","21","3","2",3.47,"3","2","756","1"
"0","1","27","4","5","0",1.96,"3","1","757","0"
"0","3","23","11","3","0",1.49,"0","1","758","0"
"1","2","3","3","3","1",3.38,"3","2","759","1"
"0","2","3","3","3","3",3.41,"3","2","760","1"
"1","2","13","31","5","0",2.58,"2","1","761","0"
"0","1","21","22","5","0",1.56,"5","2","762","0"
"0","1","22","22","2","1",3.52,"2","2","763","1"
"0","1","16","20","5","0",1.1,"1","2","764","0"
"1","2","29","28","4","0",2.01,"4","1","765","0"
"0","3","22","25","5","0",2.44,"2","2","766","0"
"1","1","20","20","2","1",4.0,"1","1","767","1"
"0","2","32","32","2","2",4.0,"1","1","768","1"
"1","1","21","21","3","3",3.57,"3","2","769","1"
"1","3","33","3","5","0",1.07,"3","2","770","0"
"1","1","2","2","3","2",4.0,"3","2","771","1"
"1","2","21","15","5","0",1.27,"5","2","772","0"
"1","2","32","32","3","2",3.78,"4","2","773","1"
"1","1","8","8","1","1",3.6,"1","1","774","1"
"1","2","19","19","3","2",3.58,"2","2","775","1"
"0","2","32","32","1","2",3.6,"1","1","776","1"
"0","2","33","33","2","3",3.92,"2","2","777","1"
"0","2","19","7","5","0",1.81,"5","1","778","0"
"0","2","2","2","2","1",4.0,"2","1","779","1"
"1","2","19","1","4","0",1.83,"0","1","780","0"
"1","1","16","25","3","0",2.12,"0","2","781","0"
"1","2","13","13","1","1",3.2,"0","1","782","1"
"0","1","26","18","4","0",1.54,"2","2","783","0"
"0","3","32","16","4","0",1.3,"5","2","784","0"
"0","1","2","2","2","1",4.0,"1","1","785","1"
"0","3","34","33","3","0",1.79,"5","1","786","0"
"1","3","11","9","4","0",1.04,"0","2","787","0"
"0","1","31","31","5","0",2.8,"0","1","788","0"
"0","2","12","12","2","1",3.38,"4","2","789","1"
"1","2","2","2","3","1",3.44,"4","2","790","1"
"1","2","17","17","2","2",3.5,"0","1","791","1"
"1","1","6","6","2","2",3.1,"2","1","792","1"
"1","1","8","8","3","1",3.38,"3","2","793","1"
"0","2","22","22","3","1",3.76,"4","2","794","1"
"1","1","23","23","2","2",3.4,"2","1","795","1"
"1","3","14","10","3","0",1.36,"5","1","796","0"
"0","1","26","26","1","1",3.5,"0","1","797","1"
"1","3","2","22","4","0",2.84,"5","2","798","0"
"0","2","13","13","1","2",3.1,"1","1","799","1"
"0","2","7","7","2","1",3.7,"0","1","800","1"
"0","1","2","2","2","2",3.6,"2","1","801","1"
"0","1","19","19","2","2",3.4,"1","1","802","1"
"0","2","11","11","3","3",3.91,"2","2","803","1"
"1","1","6","6","2","1",3.61,"2","2","804","1"
"0","1","4","4","2","3",3.5,"4","2","805","1"
"0","3","12","19","3","0",1.08,"2","2","806","0"
"1","1","22","12","5","0",1.03,"3","1","807","0"
"0","1","34","34","2","2",3.3,"1","1","808","1"
"1","1","3","3","3","3",3.86,"2","2","809","1"
"0","1","13","7","4","0",2.2,"3","1","810","0"
"0","1","7","7","3","3",3.9,"2","2","811","1"
"0","1","6","6","1","2",3.5,"0","1","812","1"
"0","2","26","13","4","0",1.98,"4","1","813","0"
"1","2","13","13","1","1",3.2,"2","1","814","1"
"0","1","5","5","2","1",3.7,"1","1","815","1"
"0","3","22","1","5","0",2.69,"3","2","816","0"
"1","2","17","17","1","2",4.0,"0","1","817","1"
"0","1","14","14","1","2",3.2,"2","1","818","1"
"1","3","17","26","3","0",1.29,"1","1","819","0"
"0","1","6","18","5","0",2.59,"0","2","820","0"
"1","2","31","31","2","1",3.44,"2","2","821","1"
"1","2","26","26","2","2",3.2,"2","1","822","1"
"0","1","32","32","2","1",3.4,"1","1","823","1"
"0","2","33","34","4","0",2.91,"1","2","824","0"
"0","2","24","24","2","2",3.32,"3","2","825","1"
"1","2","21","21","1","2",3.1,"1","1","826","1"
"0","3","13","20","5","0",1.58,"1","1","827","0"
"0","2","14","14","3","3",3.38,"4","2","828","1"
"1","1","34","34","2","1",3.39,"3","2","829","1"
"1","1","30","30","2","3",4.0,"2","2","830","1"
"0","3","12","23","4","0",2.05,"2","2","831","0"
"0","1","16","16","1","1",3.7,"2","1","832","1"
"1","2","29","29","2","2",3.5,"0","1","833","1"
"0","1","33","8","5","0",1.61,"3","2","834","0"
"1","3","2","5","4","0",2.32,"5","1","835","0"
"1","2","18","19","5","0",1.92,"0","2","836","0"
"1","1","32","32","2","1",3.53,"4","2","837","1"
"0","1","11","11","2","1",3.9,"2","1","838","1"
"0","1","1","25","4","0",1.08,"3","2","839","0"
"0","1","27","27","2","1",3.7,"1","1","840","1"
"1","1","27","27","2","2",3.8,"1","1","841","1"
"0","1","4","27","4","0",2.84,"1","1","842","0"
"1","2","18","34","5","0",1.47,"2","2","843","0"
"0","1","32","19","4","0",1.14,"4","1","844","0"
"1","3","22","30","5","0",2.37,"3","1","845","0"
"1","1","33","16","4","0",1.89,"5","1","846","0"
"1","2","18","18","2","2",3.6,"1","1","847","1"
"0","2","5","32","4","0",2.04,"3","2","848","0"
"1","2","21","13","3","0",1.94,"2","1","849","0"
"0","2","12","12","2","1",3.7,"0","1","850","1"
"0","2","6","6","2","1",4.0,"1","1","851","1"
"0","2","19","9","4","0",1.6,"4","1","852","0"
"0","2","4","4","2","1",3.98,"2","2","853","1"
"1","2","22","22","2","1",3.26,"3","2","854","1"
"1","1","21","21","2","2",3.1,"1","1","855","1"
"1","1","31","31","2","3",3.34,"4","2","856","1"
"1","3","30","30","3","0",2.56,"0","2","857","0"
"0","2","12","34","5","0",2.17,"3","2","858","0"
"1","1","14","14","2","1",3.7,"0","1","859","1"
"0","1","20","20","2","3",3.87,"3","2","860","1"
"1","1","2","1","3","0",2.93,"4","1","861","0"
"1","1","22","6","3","0",1.85,"0","1","862","0"
"1","2","18","18","1","2",3.3,"2","1","863","1"
"1","1","10","15","4","0",2.19,"4","1","864","0"
"0","1","27","5","3","0",1.44,"3","1","865","0"
"0","2","26","34","4","0",1.53,"0","2","866","0"
"0","3","12","23","4","0",2.65,"5","1","867","0"
"1","1","27","8","5","0",1.4,"0","2","868","0"
"1","2","28","2","5","0",1.93,"5","2","869","0"
"1","3","27","8","5","0",2.4,"3","2","870","0"
"1","1","33","2","5","0",2.29,"5","2","871","0"
"1","3","24","31","3","0",2.77,"1","2","872","0"
"1","2","25","25","3","3",3.73,"2","2","873","1"
"0","1","32","32","3","2",3.33,"2","2","874","1"
"1","3","30","12","5","0",1.58,"4","1","875","0"
"1","2","31","31","2","3",3.99,"2","2","876","1"
"1","3","24","8","3","0",1.48,"5","2","877","0"
"1","1","3","3","2","2",3.63,"2","2","878","1"
"1","2","26","26","1","1",3.3,"1","1","879","1"
"0","2","24","31","3","0",2.05,"1","1","880","0"
"0","2","34","19","3","0",2.68,"3","2","881","0"
"0","2","33","33","3","1",3.7,"2","2","882","1"
"0","1","21","21","1","1",3.8,"1","1","883","1"
"1","3","10","8","5","0",2.3,"0","2","884","0"
"0","1","8","8","3","1",3.49,"4","2","885","1"
"1","2","20","20","1","2",3.2,"1","1","886","1"
"1","2","22","22","2","2",3.47,"2","2","887","1"
"1","2","34","7","3","0",1.82,"0","2","888","0"
"1","2","3","3","2","2",3.6,"0","1","889","1"
"1","1","10","10","2","1",3.9,"0","1","890","1"
"0","2","1","1","3","1",3.68,"2","2","891","1"
"0","1","16","24","3","0",2.08,"4","1","892","0"
"0","1","24","24","2","3",3.62,"2","2","893","1"
"1","3","29","14","4","0",2.48,"3","1","894","0"
"0","3","2","12","4","0",1.69,"0","1","895","0"
"0","3","4","27","5","0",2.49,"1","2","896","0"
"0","2","16","20","5","0",1.58,"0","2","897","0"
"0","1","23","23","2","1",4.0,"2","2","898","1"
"0","1","30","1","5","0",2.91,"5","1","899","0"
"1","3","20","33","3","0",1.42,"5","2","900","0"
"1","1","30","30","1","2",3.6,"0","1","901","1"
"1","3","18","12","4","0",2.62,"5","2","902","0"
"0","2","10","10","3","1",3.68,"2","2","903","1"
"1","1","19","19","2","1",3.4,"4","2","904","1"
"1","2","10","10","3","1",3.86,"2","2","905","1"
"1","2","14","34","4","0",2.96,"1","2","906","0"
"0","3","12","7","3","0",1.65,"0","2","907","0"
"0","2","19","19","1","1",3.5,"0","1","908","1"
"1","1","11","33","3","0",2.37,"2","1","909","0"
"0","3","15","22","4","0",2.01,"0","2","910","0"
"0","2","23","23","2","3",3.36,"2","2","911","1"
"0","1","30","30","1","1",3.8,"1","1","912","1"
"0","2","24","24","3","1",3.58,"4","2","913","1"
"1","1","4","4","1","1",3.4,"2","1","914","1"
"0","2","5","5","2","2",3.6,"1","1","915","1"
"1","2","8","8","2","2",3.4,"2","1","916","1"
"1","3","29","12","5","0",2.4,"1","1","917","0"
"1","1","32","32","2","2",3.2,"0","1","918","1"
"1","2","26","20","3","0",1.98,"5","1","919","0"
"0","2","20","20","3","0",1.44,"4","2","920","0"
"1","1","3","26","3","0",2.51,"2","2","921","0"
"0","1","34","34","3","0",1.18,"3","1","922","0"
"1","2","34","32","4","0",2.4,"2","2","923","0"
"1","2","8","8","2","2",3.5,"2","1","924","1"
"0","2","22","34","3","0",2.57,"3","2","925","0"
"0","1","6","6","2","2",3.3,"2","1","926","1"
"0","2","28","28","2","2",4.0,"1","1","927","1"
"0","1","9","30","4","0",1.86,"0","1","928","0"
"0","1","2","2","3","1",3.91,"4","2","929","1"
"0","3","19","25","3","0",1.95,"4","2","930","0"
"1","3","34","16","5","0",1.29,"3","1","931","0"
"1","3","1","11","3","0",2.11,"4","1","932","0"
"0","3","9","3","5","0",1.85,"3","2","933","0"
"0","2","18","24","3","0",2.96,"4","1","934","0"
"0","1","14","14","2","1",3.36,"4","2","935","1"
"0","1","27","27","1","1",3.2,"2","1","936","1"
"1","1","5","24","5","0",1.61,"4","2","937","0"
"1","1","31","14","3","0",2.21,"5","2","938","0"
"0","1","31","31","2","1",3.44,"4","2","939","1"
"0","2","11","11","1","2",3.6,"2","1","940","1"
"0","2","31","31","1","2",3.5,"1","1","941","1"
"0","2","1","1","2","1",3.56,"4","2","942","1"
"1","1","29","6","4","0",2.63,"0","2","943","0"
"0","2","6","18","5","0",2.44,"5","2","944","0"
"1","3","24","17","4","0",1.68,"4","2","945","0"
"1","1","11","11","2","1",3.9,"3","2","946","1"
"0","2","34","34","2","1",3.5,"1","1","947","1"
"1","1","15","15","2","1",3.57,"2","2","948","1"
"1","1","11","11","2","1",4.0,"0","1","949","1"
"1","1","11","20","4","0",1.99,"5","1","950","0"
"1","2","1","1","3","1",3.26,"4","2","951","1"
"1","1","14","14","1","1",3.2,"1","1","952","1"
"0","2","20","20","3","3",3.27,"4","2","953","1"
"1","1","1","1","2","2",3.3,"1","1","954","1"
"1","1","17","33","5","0",2.95,"4","2","955","0"
"0","2","14","32","5","0",2.58,"1","1","956","0"
"0","2","14","14","2","1",3.5,"1","1","957","1"
"0","3","25","33","5","0",1.07,"1","2","958","0"
"1","2","1","26","3","0",2.96,"2","1","959","0"
"1","1","20","20","3","1",3.67,"2","2","960","1"
"0","2","26","27","3","0",1.2,"2","1","961","0"
"1","1","33","33","3","1",3.53,"2","2","962","1"
"1","2","18","18","1","1",3.6,"0","1","963","1"
"0","1","13","13","2","1",3.8,"2","1","964","1"
"0","3","30","16","4","0",2.28,"3","1","965","0"
"0","2","6","6","1","1",3.6,"2","1","966","1"
"0","2","4","4","3","1",3.78,"3","2","967","1"
"0","1","14","14","2","1",3.28,"2","2","968","1"
"0","2","2","2","3","1",3.82,"3","2","969","1"
"0","2","24","24","2","1",4.0,"1","1","970","1"
"0","1","18","18","5","0",2.32,"3","2","971","0"
"0","2","15","31","3","0",1.6,"4","1","972","0"
"1","1","19","19","3","1",3.36,"3","2","973","1"
"0","3","5","12","3","0",2.71,"4","2","974","0"
"0","2","18","18","3","2",3.97,"2","2","975","1"
"0","2","1","1","2","1",3.7,"3","2","976","1"
"1","2","4","31","3","0",1.71,"3","2","977","0"
"0","2","10","19","4","0",2.33,"2","1","978","0"
"0","1","3","28","5","0",2.42,"2","1","979","0"
"0","1","10","33","4","0",1.13,"2","1","980","0"
"1","1","26","26","3","2",3.82,"3","2","981","1"
"1","1","31","29","4","0",2.99,"3","2","982","0"
"0","1","9","9","2","1",3.7,"2","1","983","1"
"0","1","9","30","4","0",1.8,"3","1","984","0"
